3.9998,2.508
-2.6406,-4.8564
4.0159,-0.43774
1.9616,-4.2118
3.7865,2.5403
-0.12523,-4.5829
5.9115,1.5506
1.4168,-3.3919
0.19168,-4.5286
-0.9746,-5.1206
3.3533,-2.1615
4.3226,3.9361
4.6736,0.34676
-4.4303,-2.3964
5.5345,3.046
-2.5959,-4.2668
2.3762,-3.5106
-4.8836,-1.7219
2.372,2.8837
3.1154,-2.8195
6.1527,3.2959
-2.6271,-3.1127
2.3047,6.2659
-2.7069,-5.6609
-3.0881,-4.9626
-3.2518,-4.6544
4.1044,2.5707
3.289,-2.1017
2.6082,0.51062
-3.3638,-3.0888
4.6824,-2.7163
-3.2889,-4.4489
4.9231,3.841
4.8193,1.943
4.2917,2.6206
3.5231,1.4949
-2.2225,-4.3798
0.91342,-4.6083
3.2352,-3.8798
3.2528,2.5985
-3.162,-3.6806
2.0594,-4.3757
5.9393,-2.2445
2.2292,-4.6626
5.8664,-2.6873
3.8468,3.3452
-4.9004,0.8317
-9.0048,0.4225
-0.043655,-0.69422
-4.9648,2.7721
-7.3412,-6.1627
1.4817,-0.99275
-6.8619,-6.9979
-8.7854,-4.2589
-9.6102,0.82105
-7.6106,-1.1311
-4.7234,0.31498
-8.9899,-1.497
-6.2307,-6.186
-8.8207,-1.5247
-7.155,-0.41639
-1.746,1.6338
-6.2703,0.049866
-9.2205,-3.1857
-8.2838,-3.8085
-5.4811,0.77749
-4.2326,2.5547
-5.3431,-9.1348
1.4341,-0.3908
-7.6173,-6.7651
-7.2435,-7.699
-7.3898,-6.651
-2.3203,-0.51653
-3.5087,1.1074
-5.7126,-0.26751
-9.1167,-3.1602
-0.10791,-0.56736
-7.9069,-4.2606
-1.3245,0.21437
-9.1389,-3.7517
-7.0667,-0.42277
-8.8029,-4.9273
-8.4395,-5.8809
-6.8336,-6.3008
-8.3393,-4.7328
-4.5956,2.1645
-10.882,-4.0411
-0.65156,1.2814
-0.02181,-2.3336
-9.8791,-2.7332
-7.5398,0.72593
-8.4247,0.84037
-7.2402,-8.2264
-9.0007,-1.697
-6.3131,-2.7197
-6.663,-6.9915
-10.824,-6.3326
-7.7341,-2.4486
-2.9295,-0.17796
-2.8365,0.90164
